mapname,archivesize,downloaded,processed
ze_pidaras_v1_4fix3,66659588,1,1
ze_pidaras_v1_5fix,65830908,1,1
ze_pirates_port_royal_v3_6,73272131,1,1
ze_pirates_port_royal_v5_4s2,121151310,1,1
ze_pitchblack_v5,17434176,1,1
ze_pizza_tower_v1_beta,25145800,1,1
ze_pizzatime_v4s,56695506,1,1
ze_pkmn_adventure_v7_2s,59411937,1,1
ze_pkmn_adventure_v8_6s_fix2,59108501,1,1
ze_pkmn_adventure_v9_1s,78542481,1,1
ze_pkmn_adventure_v9s_fix,73691452,1,1
ze_planeshifter_a3,156781617,1,1
ze_pokemon_adventure_v1_1s,35861294,1,1
ze_polyglot,121640219,1,1
ze_ponchermonkey_shooter_censor,97022692,1,1
ze_ponchermonkey_shooter_v3_5,99765263,1,1
ze_poppy_playtime_origin_v666,123207922,1,1
ze_poppy_playtime_origins_v1a,86052660,1,1
ze_portal_story_v3_2,49135164,1,1
ze_potc_iv_v6_1,50472989,1,1
ze_potc_v3_4fix,24149645,1,1
ze_predator_ultimate_beta04,48539819,1,1
ze_predator_ultimate_v1_3,67983302,1,1
ze_predator_ultimate_v3,67242020,1,1
ze_project_alcaria_v1_5s,85924257,1,1
ze_project_codex_v1_2_css,54687862,1,1
ze_prototype_v2,55753568,1,1
ze_psykopat_v1_2a,89358892,1,1
ze_psykopat_v1_3a_fix,102802991,1,1
ze_psykopat_v1_3b,104453930,1,1
ze_psykopat_v2c,74834144,1,1
ze_psykopat_v2d,80876396,1,1
ze_purgatorium_b1fix,43361072,1,1
ze_puta,70894519,1,1
ze_quake1_a1,47700396,1,1
ze_quiver_v2a,152886907,1,1
ze_rabanastre_royal_s,127957215,1,1
ze_raccoon_facility_v6b,10296036,1,1
ze_radiance_v1_1,24774892,1,1
ze_rainbow_factory_b1,45930145,1,1
ze_ramp_a1_1s,37193985,1,1
ze_random_escape_b7_3,48436990,1,1
ze_random_map_v3_7,38826477,1,1
ze_random_v10_fix,38776638,1,1
ze_random_v9,37141455,1,1
ze_randomizer_c1s,211653324,1,1
ze_randomizer_c1s2,212023289,1,1
ze_randomizer_c1s3,210343074,1,1
ze_randomizer_c1s4,209752844,1,1
ze_ratescape_v5_4css1,113296223,1,1
ze_ratescape_v5_4css2,125067474,1,1
ze_ratrace_aztec_b5,66100598,1,1
ze_ravenholm_v04,17816826,1,1
ze_ravenholm_v05fix,17921184,1,1
ze_rawnscape_b2,23644584,1,1
ze_re4_castle_a3,36011095,1,1
ze_realm_h1,40370808,1,1
ze_rebelground_css_v1_fix,4952601,1,1
ze_rebicefacility_e01_v1,3579406,1,1
ze_regular_rooftoprunaway2,44637580,1,1
ze_regular_rooftoprunaway2_v1,49938970,1,1
ze_regular_rooftoprunaway2_v2,46046468,1,1
ze_reloaded_v1,62344336,1,1
ze_reservoir_1a,51579247,1,1
ze_reservoir_1a_fix2,50721064,1,1
ze_resonance_cascade_v3,18228446,1,1
ze_rev_s2,31178405,1,1
ze_river_escape_unlozev2,22350754,1,1
ze_river_escape_v3_fix,4374134,1,1
ze_rizomata_s1_3,170502190,1,1
ze_rizomata_s2,157043847,1,1
ze_rizomata_s2_1,159111714,1,1
ze_road_to_heaven_v4_3,82863886,1,1
ze_road_to_miami_v1,56176708,1,1
ze_roblox_christmas_v1_3,64306078,1,1
ze_rocket_escape_r1,3822808,1,1
ze_rollermine_factory_2010,2954198,1,1
ze_ronald_2_css,46555866,1,1
ze_roof_adventure_v5s,87674486,1,1
ze_rooftop_autism_runaway_v1_1,64752758,1,1
ze_rooftop_rogue_v1_1,153069113,1,1
ze_rooftop_rogue_v1_3,152945149,1,1
ze_rooftop_rogue_v1_4,151167335,1,1
ze_rooftop_rogue_v1_5,151165444,1,1
ze_rooftop_runaway1_v4,1525405,1,1
ze_rooftop_runaway2_v5,1831845,1,1
ze_rooftop_runaway_extended_v6,12363039,1,1
ze_rooftop_runaway_xmas_v1,30964013,1,1
ze_rtcw_ominous_rumors_v1,66634548,1,1
ze_rumination_a_2,61751880,1,1
ze_runaway_roofside1_v4_final,3962236,1,1
ze_rush_b_s1,143494322,1,1
ze_s_a_m_a40_css,99351063,1,1
ze_s_a_m_a40_css2,104544433,1,1
ze_s_a_m_a40_css3,100640987,1,1
ze_s_a_m_v1_3_css,92173948,1,1
ze_sagreen_v1fix,24289283,1,1
ze_samsung_galaxy_v1_3_css,18308746,1,1
ze_sanctuary_v1_2,100795666,1,1
ze_sanctuary_v1_2_p,105517892,1,1
ze_sanctuary_v1_2_port2,104747333,1,1
ze_sandstorm_css_v1_5x3,86464002,1,1
ze_sandstorm_f1,122556561,1,1
ze_santa_prison_escape_final_fix,58736492,1,1
ze_santa_prison_escape_v1f,59983836,1,1
ze_santassination_css2,171877208,1,1
ze_saw_final,50319947,1,1
ze_sc_turtles_v5fix,2167485,1,1
ze_scourge_b1,92859101,1,1
ze_scourge_v1,92871860,1,1
ze_scp_containment_breach_v1_b02,101456351,1,1
ze_scp_v3,80191470,1,1
ze_scp_v4,91895503,1,1
ze_sdp_30_seconds_remake_v1_2,4353468,1,1
ze_sele_s2,45526249,1,1
ze_serious_sam_tfe_css1,119869216,1,1
ze_serious_sam_tfe_css2,115328059,1,1
ze_serious_sam_tfe_v1_4s,48420023,1,1
ze_serpentis_temple_v1_1,87736697,1,1
ze_serpentis_temple_v2a,110307383,1,1
ze_sewage_processing_b7b,18394644,1,1
ze_sewer_escape_2012_b1,11126131,1,1
ze_sg1_missions_v2_1,29056874,1,1
ze_shaun_of_the_dead_b3,23884468,1,1
ze_shaun_of_the_dead_v11,33961949,1,1
ze_shaurma_v3_b06,54404451,1,1
ze_showdown_v7_dfix,3550563,1,1
ze_shroomforest2_v1,52435503,1,1
ze_shroomforest3_b6_2,79481874,1,1
ze_shroomforest_v4_5,47465871,1,1
ze_siberia_1990_v1_2c,31660358,1,1
ze_siege_of_persepolis_t1_1,101737365,1,1
ze_silent_hill_2_illusion_kn1,97003086,1,1
ze_sisyphus_v1_css2,106613145,1,1
ze_sisyphus_v1_css3,106523725,1,1
ze_sit_caelum_paradisus_b4,31545883,1,1
ze_sit_caelum_paradisus_b7s,165054156,1,1
ze_skill_escape_v09s,43626563,1,1
ze_sky_athletic_adv_v9_12s,92844815,1,1
ze_sky_athletic_v5_final,61671012,1,1
ze_sky_temples_v2as,101198439,1,1
ze_skyscraper_city_v5,11808340,1,1
ze_slender_b7,97230290,1,1
ze_slender_escape_b4,82884636,1,1
ze_snowcrash_escape_vfixed1,17574194,1,1
ze_snowflower_laboratory_v1,93601831,1,1
ze_snowflower_laboratory_v1_1,98143820,1,1
ze_snowy_skyscraper_beta1,100972455,1,1
ze_snowy_skyscraper_v1,90039502,1,1
ze_solstice_redux_b1,43466865,1,1
ze_something_ordinary_v4rf2,30977614,1,1
ze_sonic3_b2_2,47173823,1,1
ze_sorrento_arknights_a1,57680678,1,1
ze_sorrento_arknights_a5,1593716,1,1
ze_sorrento_escape_css,69981017,1,1
ze_sorrento_escape_v5,2513277,1,1
ze_sorrento_night_v3,39813860,1,1
ze_sorrento_xmas_v4,42246381,1,1
ze_sorrtento_resonate_v1,5926437,1,1
ze_source_ware_b1_5,106527110,1,1
ze_source_ware_b1_8,101470511,1,1
ze_source_ware_b2,134483828,1,1
ze_space_flight_v1_1,27097678,1,1
ze_space_stationob_fix,13060044,1,1
ze_squid_game_css1,51759363,1,1
ze_squidzer_final_v3_a,84523960,1,1
ze_sst_b2_1,6629972,1,1
ze_sst_v2_b2,13121550,1,1
ze_stalker_ultimate_v1_1,117879699,1,1
ze_stalker_ultimate_v2_3,118522910,1,1
ze_stalker_ultimate_v3,136910025,1,1
ze_stalkermonolit_v6,193981108,1,1
ze_stalkermonolit_v7css1fix,230262334,1,1
ze_stalkermonolit_v8css1fix,219971406,1,1
ze_standart_map_final_fix,20033109,1,1
ze_standart_map_final_fix2,20199645,1,1
ze_standart_map_final_fix3,23355728,1,1
ze_star_wars_prequel_v1,131750576,1,1
ze_stardust_battleground_m1,114897166,1,1
ze_stardust_battleground_v1,151095392,1,1
ze_stargate_escape_v8,16879197,1,1
ze_starwars_v2fix,126255791,1,1
ze_stilshrine_of_miriam_v5_1_5,109860053,1,1
ze_stilshrine_of_miriam_v7_2s,110142193,1,1
ze_stone_pit_v2_b5,127437283,1,1
ze_strange_escape_b3,72751139,1,1
ze_street_fight_with_autism_v3,116749442,1,1
ze_street_fight_with_autism_v3_1,112910018,1,1
ze_street_fight_with_autism_v5_2,126920531,1,1
ze_subway_surfers_v1_1,6562475,1,1
ze_sunkentemple_v3_1s,26417654,1,1
ze_sunlight_v2_0,48549186,1,1
ze_super_mario_64_v2_b9,53276690,1,1
ze_super_metroid_v5,28573176,1,1
ze_surf_aerial_archipelago_a3,41880656,1,1
ze_surf_aerial_archipelago_v1,41819714,1,1
ze_surf_blitzkreig_v2_2,39975152,1,1
ze_surf_bona_s2,67929551,1,1
ze_surf_bona_s3,60433699,1,1
ze_surf_charge_v2_f2,45185397,1,1
ze_surf_cherry_blossom_v2,54247392,1,1
ze_surf_cherry_blossom_v3,52588898,1,1
ze_surf_cherry_blossom_v4_1,34396887,1,1
ze_surf_danger,13152960,1,1
ze_surf_dark_fantasy_v1,92023983,1,1
ze_surf_daybreak_v1_1,20057952,1,1
ze_surf_facility_v2_3,8569462,1,1
ze_surf_facility_v3_pre2,14508393,1,1
ze_surf_froyo_css3,65951182,1,1
ze_surf_gypt_v1_3s,28186431,1,1
ze_surf_happy_2_newbie_village_css,120578397,1,1
ze_surf_happy_b7s2,117071855,1,1
ze_surf_hp_v1_2_s2,29798539,1,1
ze_surf_outside_s3,35686828,1,1
ze_surf_sahok_t5_9,56279022,1,1
ze_surf_saltfish_css2,17996981,1,1
ze_surf_shonyudo_v1_1s,17541698,1,1
ze_surf_shonyudo_v5_2s,106890406,1,1
ze_surf_sparks_v3_f3,52249445,1,1
ze_surf_sparks_v3_f4,52983039,1,1
ze_surf_sphinx_stronghold_a8,63112561,1,1
ze_surf_vortex_v1_9s,32789417,1,1
ze_surface_a1,82180965,1,1
ze_surface_a1_fixed,85109272,1,1
ze_survivors_b5,116852049,1,1
ze_swamp_crypt_v1_7f,25620812,1,1
ze_system_b2,42800848,1,1
ze_system_v1,44306918,1,1
ze_taboo_carnation_v2,95037472,1,1
ze_techspire,111814640,1,1
ze_tempel_der_nichtexistenz,55163279,1,1
ze_tempel_der_nichtexistenz_v1,57591741,1,1
ze_temple_raider_b4,50577295,1,1
ze_temple_v2_1,135897774,1,1
ze_ten_keys_b2fix,26284889,1,1
ze_tensor_of_ice_css1,57875145,1,1
ze_tensor_of_ice_css2,58818250,1,1
ze_terraria_v3_2,70222814,1,1
ze_tesv_skyrim_v2_2fix,152242349,1,1
ze_tesv_skyrim_v4fix,143885666,1,1
ze_the_ball_final,62348393,1,1
ze_the_ball_v2c,50289568,1,1
ze_the_fifty_ark_a1test27,171144323,1,1
ze_the_last_chapter_v1_5_css,100850838,1,1
ze_the_last_winter_v2,64253726,1,1
ze_the_last_winter_v2_1,69298620,1,1
ze_the_parish_c5m1,109692003,1,1
ze_the_parish_m1_v1,94092577,1,1
ze_the_parish_m2_v1,89768128,1,1
ze_the_temennigru_b1_4,159888226,1,1
ze_thelostworld_redux_101jj,34494569,1,1
ze_thelostworld_redux_gflfixed,29855129,1,1
ze_thousand_steps_b7c,54866984,1,1
ze_three_eyes_v0_7s_fix,64152378,1,1
ze_thriller_escape_b6,56324538,1,1
ze_thriller_escape_fix,56886936,1,1
ze_tibia_v4_1s3,110220641,1,1
ze_tilex_ultimate_v2_14s,91127732,1,1
ze_time_las_ever_b1,64406258,1,1
ze_time_las_ever_b2_1,67774089,1,1
ze_timeshifter_a2,224856745,1,1
ze_timesink_css,76751027,1,1
ze_timesink_css1,60319745,1,1
ze_timesplitters_v1_2,9479262,1,1
ze_titanic_cqd_v2_fixed,11881241,1,1
ze_titanic_escape_v2_3,4971963,1,1
ze_tkara_v1,59975591,1,1
ze_tloz_celestia_a4,75030827,1,1
ze_tloz_stone_tower_temple_v1,35058132,1,1
ze_toaster_v1_2,15738045,1,1
ze_tomb_raider_legacy_custom_v1f,32149287,1,1
ze_total_trumpocalypse_v1a,243731738,1,1
ze_totally_new_wester,123118075,1,1
ze_totemo_roka_b5s,82306814,1,1
ze_traak_b1,59511305,1,1
ze_trainescape_final,3144822,1,1
ze_trainstation_tunnels_a1,10002058,1,1
ze_travel_v1fix,30271682,1,1
ze_treasure_valley_v1f,70198639,1,1
ze_treecolada_v1_3,29664714,1,1
ze_trend_machine_2_v1_25,128574432,1,1
ze_trend_machine_v1_1,31442962,1,1
ze_trials_v1fs,79712817,1,1
ze_trip,10140702,1,1
ze_tropico_escape_gs1,110255971,1,1
ze_trump_city,162903358,1,1
ze_tv_station_v2,4194606,1,1
ze_typical_american_week_v1_2,202753653,1,1
ze_typical_american_week_v2_1,283467321,1,1
ze_tyranny2_v1fix,200660445,1,1
ze_tyranny2_v2_beta1_1,250996526,1,1
ze_tyranny2_v2_beta1_2,250980444,1,1
ze_tyranny2_v2_beta1_3,251034532,1,1
ze_tyranny2_v2_beta1_4,251008348,1,1
ze_tyranny_v5fix,106083007,1,1
ze_uchiha_legacy_v1_3f,162624576,1,1
ze_umbra_b3_1,231469766,1,1
ze_umbra_b4,231655349,1,1
ze_umbra_v1,233601632,1,1
ze_umbra_v1_1,235010938,1,1
ze_umbra_v1_2,234767985,1,1
ze_umbra_v1_3,235395482,1,1
ze_umbra_v1_4,235268381,1,1
ze_umbrella_hq_b8,6509527,1,1
ze_underdeep_v1b,41288149,1,1
ze_underground_escape__final,5932921,1,1
ze_undersea_temple_s2,105387909,1,1
ze_undertale_g_v1_2s2,29972325,1,1
ze_undertale_sans_v2c_ep,22229426,1,1
ze_unfinished_yuki_base_v2,28174544,1,1
ze_unstoppable_random_v5_2fix,87946327,1,1
ze_untitled_touhou_a04,42455135,1,1
ze_ut2004_convoy_v2_2_1,46272427,1,1
ze_uyuni_v1_6_s2,79148199,1,1
ze_v0u0v_a6,109442583,1,1
ze_v0u0v_b2,136741006,1,1
ze_valkvang_s1,160145991,1,1
ze_vaultofglass_beta,12194097,1,1
ze_venice_escape_b2,20925955,1,1
ze_verdant_v1,120436959,1,1
ze_vermintide_v1,263527182,1,1
ze_vietnam_beta2,42507240,1,1
ze_vile_sewers_a3,57978036,1,1
ze_village_escape_v3,5355805,1,1
ze_visualizer_css1,76198258,1,1
ze_visualizer_css2,63209554,1,1
ze_volcano_escape_v4,4325914,1,1
ze_voodoo_islands_v4_007,19349421,1,1
ze_voodoo_islands_v8_5,12042296,1,1
ze_voodoo_islands_winter,13089533,1,1
ze_warped_v1_1,35008577,1,1
ze_wily_fortress_a1,16987151,1,1
ze_winter_bash_v1fix2,80840770,1,1
ze_winter_bash_v2,88756545,1,1
ze_winter_bash_v3_b2,80788362,1,1
ze_winter_bash_v3_b3,82561352,1,1
ze_winter_warehouse_v2r_o,1441524,1,1
ze_winter_wasteland_zi1,190975030,1,1
ze_winter_wasteland_zi2,179553936,1,1
ze_winter_wasteland_zi3,121084271,1,1
ze_worldsv0_2a,4596510,1,1
ze_wuhan_v3,21360024,1,1
ze_wuhan_v4,22838149,1,1
ze_xenovation_v3_5_s,49416518,1,1
ze_xiii_winslow_bank_v2_2fix,32138811,1,1
ze_yuki_base_v3,60458576,1,1
ze_yuki_base_v3_fix,65410098,1,1
ze_yuki_base_v3_test,67175782,1,1
ze_yuki_base_v3_test2,60456603,1,1
ze_zertinan_s,92425801,1,1
ze_zk_colour_sick,35785952,1,1
ze_zk_fapescape_a11,31204452,1,1
